# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247062		9.837789212613208
1.0		1.0		1.0		-1		247063		10.175259393633045
1.0		1.0		1.0		-1		247064		10.09129296849007
1.0		1.0		1.0		-1		247065		10.022208431917282
1.0		1.0		1.0		-1		247066		9.942351028796864
1.0		1.0		1.0		-1		247067		9.863409066567428
1.0		1.0		1.0		-1		247068		10.047573996733549
1.0		1.0		1.0		-1		247069		9.732739393140612
1.0		1.0		1.0		-1		247070		9.900058178107104
1.0		1.0		1.0		-1		247071		9.346688145679135
1.0		1.0		1.0		-1		247072		9.755654595873098
1.0		1.0		1.0		-1		247073		9.681495314173295
1.0		1.0		1.0		-1		247074		9.783229027587337
1.0		1.0		1.0		-1		247075		9.810162989890474
1.0		1.0		1.0		-1		247076		9.893551110832478
1.0		1.0		1.0		-1		247077		9.908499051372159
1.0		1.0		1.0		-1		247078		9.972209975794472
1.0		1.0		1.0		-1		247079		9.116251583351678
1.0		1.0		1.0		-1		247080		8.927522419483285
1.0		1.0		1.0		-1		247081		9.730993991178822
1.0		1.0		1.0		-1		247082		9.8580428636806
1.0		1.0		1.0		-1		247083		9.784221826796733
1.0		1.0		1.0		-1		247084		9.42021714091262
1.0		1.0		1.0		-1		247085		9.360958356916433
1.0		1.0		1.0		-1		247086		9.668297513477327
1.0		1.0		1.0		-1		247087		9.473672998301865
1.0		1.0		1.0		-1		247088		9.705063795511395
1.0		1.0		1.0		-1		247089		9.657720697654641
1.0		1.0		1.0		-1		247090		9.571774205283877
1.0		1.0		1.0		-1		247091		9.613377033993265
1.0		1.0		1.0		-1		247092		9.730177490873997
1.0		1.0		1.0		-1		247093		9.906245436204257
1.0		1.0		1.0		-1		247094		9.747403232715547
1.0		1.0		1.0		-1		247095		9.69799412752489
1.0		1.0		1.0		-1		247096		9.33862501722633
1.0		1.0		1.0		-1		247097		10.49534608627649
1.0		1.0		1.0		-1		247098		9.750483594738956
1.0		1.0		1.0		-1		247099		9.941729014565546
1.0		1.0		1.0		-1		247100		9.73497370522006

#***************************************************************************
#
# original cross-section: 9.72741903238655
#     scale variation: +16.2% -16.7%
#     central scheme variation: + 0% -18.9%
# PDF variation: +3.24% -3.24%
#
# dynamical scheme # 1 : 9.51349 +16.7% -17.1% # \sum ET
# dynamical scheme # 2 : 9.51349 +16.7% -17.1% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 7.88428 +20.7% -20.6% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 9.72742 +16.2% -16.7% # \sqrt{\hat s}
#***************************************************************************
